Data,Species,ProBiomassInitial,Deployed,Sampled,Quadrant,Week,Block,Location,ProDivTrtType,ProDivTrtRich,ProDivTrtID,CfBiomass,GtBiomass,GvBiomass,GgBiomass,ProBiomass,Amphipods,Bivalves,Caprellids,Gastropods,Isopods,Megalopae,NonXanthidCrabs,Polychaetes,Pycnogonids,Shrimps,XanthidCrabs,Others,ConAbund,ConBiomass,ConDivRich
Part,Cf,3.75,6/14/12,6/28/12,2,2,31,6,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,6/28/12,2,2,31,6,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,6/28/12,2,2,31,6,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,6/28/12,2,2,31,6,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,6/28/12,2,2,31,6,Poly,4,CM,NA,NA,NA,NA,14.96,19,2,0,36,4,0,0,0,0,0,0,0,61,0.096,4
Part,Cf,3.75,6/14/12,6/28/12,2,2,32,31,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,6/28/12,2,2,32,31,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,6/28/12,2,2,32,31,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,6/28/12,2,2,32,31,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,6/28/12,2,2,32,31,Poly,4,CM,NA,NA,NA,NA,17.15,28,0,0,60,3,0,0,2,0,0,0,0,93,0.143,4
Part,Cf,3.75,6/14/12,6/28/12,2,2,33,15,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,6/28/12,2,2,33,15,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,6/28/12,2,2,33,15,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,6/28/12,2,2,33,15,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,6/28/12,2,2,33,15,Poly,4,CM,NA,NA,NA,NA,16.15,19,2,2,31,4,0,0,0,0,0,0,0,58,0.069,5
Part,Cf,3.75,6/14/12,6/28/12,2,2,34,13,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,6/28/12,2,2,34,13,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,6/28/12,2,2,34,13,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,6/28/12,2,2,34,13,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,6/28/12,2,2,34,13,Poly,4,CM,NA,NA,NA,NA,18.86,13,0,0,47,10,3,0,0,0,0,0,0,73,0.107,4
Part,Cf,3.75,6/14/12,6/28/12,2,2,35,20,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,6/28/12,2,2,35,20,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,6/28/12,2,2,35,20,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,6/28/12,2,2,35,20,Poly,4,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,6/28/12,2,2,35,20,Poly,4,CM,NA,NA,NA,NA,19.03,22,1,1,39,4,1,0,1,0,0,0,0,69,0.107,7
Sum,Cf,15,6/14/12,7/5/12,3,3,1,28,Mono,1,Cf,37.02,NA,NA,NA,37.02,7,0,0,95,0,0,0,0,1,0,0,0,103,0.289,3
Sum,Cf,15,6/14/12,7/5/12,3,3,2,26,Mono,1,Cf,34.54,NA,NA,NA,34.54,13,1,0,104,0,0,0,1,0,0,0,0,119,0.294,4
Sum,Cf,15,6/14/12,7/5/12,3,3,3,12,Mono,1,Cf,31.55,NA,NA,NA,31.55,13,0,0,83,0,1,0,0,0,0,0,0,97,0.234,3
Sum,Cf,15,6/14/12,7/5/12,3,3,4,21,Mono,1,Cf,17.3,NA,NA,NA,17.3,7,0,0,13,0,0,0,0,0,0,0,0,20,0.031,2
Sum,Cf,15,6/14/12,7/5/12,3,3,5,33,Mono,1,Cf,20.13,NA,NA,NA,20.13,13,0,0,33,0,1,0,0,0,0,0,0,47,0.078,3
Sum,Gt,15,6/14/12,7/5/12,3,3,6,29,Mono,1,Gt,NA,4.14,NA,NA,4.14,13,0,0,12,1,1,0,0,0,0,0,0,27,0.033,4
Sum,Gt,15,6/14/12,7/5/12,3,3,7,17,Mono,1,Gt,NA,3.79,NA,NA,3.79,7,0,0,4,0,0,0,1,0,0,0,0,12,0.102,3
Sum,Gt,15,6/14/12,7/5/12,3,3,8,3,Mono,1,Gt,NA,11.78,NA,NA,11.78,43,0,0,45,3,0,0,1,1,0,1,0,94,0.136,6
Sum,Gt,15,6/14/12,7/5/12,3,3,9,2,Mono,1,Gt,NA,7.31,NA,NA,7.31,20,0,1,33,1,0,0,1,0,0,0,0,56,0.092,5
Sum,Gt,15,6/14/12,7/5/12,3,3,10,5,Mono,1,Gt,NA,1.69,NA,NA,1.69,1,0,0,1,0,0,0,0,0,0,0,0,2,0.007,2
Sum,Gv,15,6/14/12,7/5/12,3,3,11,23,Mono,1,Gv,NA,NA,0.66,NA,0.66,5,0,2,3,0,0,0,0,0,0,0,0,10,0.01,3
Sum,Gv,15,6/14/12,7/5/12,3,3,12,11,Mono,1,Gv,NA,NA,4.23,NA,4.23,13,0,0,18,2,0,0,1,0,0,0,0,34,0.061,4
Sum,Gv,15,6/14/12,7/5/12,3,3,13,27,Mono,1,Gv,NA,NA,8.38,NA,8.38,18,0,0,38,4,0,0,0,0,0,0,0,60,0.109,3
Sum,Gv,15,6/14/12,7/5/12,3,3,14,32,Mono,1,Gv,NA,NA,6.01,NA,6.01,6,0,0,11,4,0,0,0,0,1,0,0,22,0.031,4
Sum,Gv,15,6/14/12,7/5/12,3,3,15,19,Mono,1,Gv,NA,NA,22.03,NA,22.03,58,2,0,39,10,0,0,2,0,0,1,0,112,0.167,6
Sum,Gg,15,6/14/12,7/5/12,3,3,16,9,Mono,1,Gg,NA,NA,NA,18.69,18.69,351,2,7,150,8,0,0,5,0,0,1,0,524,0.473,7
Sum,Gg,15,6/14/12,7/5/12,3,3,17,16,Mono,1,Gg,NA,NA,NA,13.87,13.87,315,2,4,95,8,0,0,7,0,0,2,0,433,0.324,7
Sum,Gg,15,6/14/12,7/5/12,3,3,18,22,Mono,1,Gg,NA,NA,NA,15.09,15.09,288,5,11,134,2,0,0,5,0,0,3,0,448,0.547,7
Sum,Gg,15,6/14/12,7/5/12,3,3,19,10,Mono,1,Gg,NA,NA,NA,16.64,16.64,282,2,1,106,2,0,0,9,0,0,1,0,403,0.314,7
Sum,Gg,15,6/14/12,7/5/12,3,3,20,30,Mono,1,Gg,NA,NA,NA,16.98,16.98,398,3,14,127,0,0,0,5,0,0,7,0,554,0.465,6
Part,Cf,5,6/14/12,7/5/12,3,3,21,8,Poly,3,NM,6.89,NA,NA,NA,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/14/12,7/5/12,3,3,21,8,Poly,3,NM,NA,2.68,NA,NA,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/5/12,3,3,21,8,Poly,3,NM,NA,NA,NA,6.17,6.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,21,8,Poly,3,NM,6.89,2.68,NA,6.17,15.74,95,4,1,99,0,0,0,1,0,0,1,0,201,0.266,6
Part,Cf,5,6/14/12,7/5/12,3,3,22,35,Poly,3,NM,4.02,NA,NA,NA,4.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/14/12,7/5/12,3,3,22,35,Poly,3,NM,NA,2.13,NA,NA,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/5/12,3,3,22,35,Poly,3,NM,NA,NA,NA,5.81,5.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,22,35,Poly,3,NM,4.02,2.13,NA,5.81,11.96,223,0,3,63,2,1,0,2,0,0,1,0,295,0.369,7
Part,Cf,5,6/14/12,7/5/12,3,3,23,7,Poly,3,NM,3.59,NA,NA,NA,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/14/12,7/5/12,3,3,23,7,Poly,3,NM,NA,4.35,NA,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/5/12,3,3,23,7,Poly,3,NM,NA,NA,NA,5.14,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,23,7,Poly,3,NM,3.59,4.35,NA,5.14,13.08,81,1,0,40,2,0,0,2,1,0,0,0,127,0.117,6
Part,Cf,5,6/14/12,7/5/12,3,3,24,18,Poly,3,NM,5.46,NA,NA,NA,5.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/14/12,7/5/12,3,3,24,18,Poly,3,NM,NA,7.47,NA,NA,7.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/5/12,3,3,24,18,Poly,3,NM,NA,NA,NA,5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,24,18,Poly,3,NM,5.46,7.47,NA,5.1,18.03,126,2,2,91,3,0,0,1,0,0,1,0,226,0.534,7
Part,Cf,5,6/14/12,7/5/12,3,3,25,24,Poly,3,NM,6.4,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/14/12,7/5/12,3,3,25,24,Poly,3,NM,NA,2.83,NA,NA,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/5/12,3,3,25,24,Poly,3,NM,NA,NA,NA,4.93,4.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,25,24,Poly,3,NM,6.4,2.83,NA,4.93,14.16,109,1,0,57,2,0,0,7,0,0,1,0,177,0.162,6
Part,Cf,5,6/14/12,7/5/12,3,3,26,25,Poly,3,IM,8.55,NA,NA,NA,8.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/14/12,7/5/12,3,3,26,25,Poly,3,IM,NA,NA,14.47,NA,14.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/5/12,3,3,26,25,Poly,3,IM,NA,NA,NA,5.88,5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,26,25,Poly,3,IM,8.55,NA,14.47,5.88,28.9,220,1,0,88,4,0,0,2,0,0,1,0,316,0.407,6
Part,Cf,5,6/14/12,7/5/12,3,3,27,4,Poly,3,IM,9.09,NA,NA,NA,9.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/14/12,7/5/12,3,3,27,4,Poly,3,IM,NA,NA,5.53,NA,5.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/5/12,3,3,27,4,Poly,3,IM,NA,NA,NA,5.2,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,27,4,Poly,3,IM,9.09,NA,5.53,5.2,19.82,132,0,4,84,5,0,0,3,0,0,0,0,228,0.251,5
Part,Cf,5,6/14/12,7/5/12,3,3,28,14,Poly,3,IM,7.17,NA,NA,NA,7.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/14/12,7/5/12,3,3,28,14,Poly,3,IM,NA,NA,8.76,NA,8.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/5/12,3,3,28,14,Poly,3,IM,NA,NA,NA,6.36,6.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,28,14,Poly,3,IM,7.17,NA,8.76,6.36,22.29,217,1,0,85,3,0,0,5,1,0,2,0,314,0.31,7
Part,Cf,5,6/14/12,7/5/12,3,3,29,1,Poly,3,IM,17.72,NA,NA,NA,17.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/14/12,7/5/12,3,3,29,1,Poly,3,IM,NA,NA,13.75,NA,13.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/5/12,3,3,29,1,Poly,3,IM,NA,NA,NA,3.79,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,29,1,Poly,3,IM,17.72,NA,13.75,3.79,35.26,96,2,4,96,10,0,0,6,0,0,0,0,214,0.282,6
Part,Cf,5,6/14/12,7/5/12,3,3,30,34,Poly,3,IM,12.35,NA,NA,NA,12.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,5,6/14/12,7/5/12,3,3,30,34,Poly,3,IM,NA,NA,14.34,NA,14.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/5/12,3,3,30,34,Poly,3,IM,NA,NA,NA,5.61,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,30,34,Poly,3,IM,12.35,NA,14.34,5.61,32.3,149,0,0,103,6,0,0,5,0,0,1,0,264,0.284,5
Part,Cf,3.75,6/14/12,7/5/12,3,3,31,6,Poly,4,CM,3.3,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,7/5/12,3,3,31,6,Poly,4,CM,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,7/5/12,3,3,31,6,Poly,4,CM,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,7/5/12,3,3,31,6,Poly,4,CM,NA,NA,NA,4.17,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,31,6,Poly,4,CM,3.3,0,0,4.17,7.47,47,1,2,38,0,0,0,3,0,0,0,0,91,0.118,5
Part,Cf,3.75,6/14/12,7/5/12,3,3,32,31,Poly,4,CM,5.6,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,7/5/12,3,3,32,31,Poly,4,CM,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,7/5/12,3,3,32,31,Poly,4,CM,NA,NA,6.15,NA,6.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,7/5/12,3,3,32,31,Poly,4,CM,NA,NA,NA,8.09,8.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,32,31,Poly,4,CM,5.6,0,6.15,8.09,19.84,115,0,0,74,1,1,0,3,0,1,1,0,196,0.299,7
Part,Cf,3.75,6/14/12,7/5/12,3,3,33,15,Poly,4,CM,5.63,NA,NA,NA,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,7/5/12,3,3,33,15,Poly,4,CM,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,7/5/12,3,3,33,15,Poly,4,CM,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,7/5/12,3,3,33,15,Poly,4,CM,NA,NA,NA,3.01,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,33,15,Poly,4,CM,5.63,0,0,3.01,8.64,64,0,1,53,1,1,0,1,0,0,0,0,121,0.139,6
Part,Cf,3.75,6/14/12,7/5/12,3,3,34,13,Poly,4,CM,4.76,NA,NA,NA,4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,7/5/12,3,3,34,13,Poly,4,CM,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,7/5/12,3,3,34,13,Poly,4,CM,NA,NA,8.51,NA,8.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,7/5/12,3,3,34,13,Poly,4,CM,NA,NA,NA,7.34,7.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,34,13,Poly,4,CM,4.76,0,8.51,7.34,20.61,137,0,6,26,4,1,0,5,0,0,3,0,182,0.253,7
Part,Cf,3.75,6/14/12,7/5/12,3,3,35,20,Poly,4,CM,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,3.75,6/14/12,7/5/12,3,3,35,20,Poly,4,CM,NA,1.84,NA,NA,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gv,3.75,6/14/12,7/5/12,3,3,35,20,Poly,4,CM,NA,NA,7.19,NA,7.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,3.75,6/14/12,7/5/12,3,3,35,20,Poly,4,CM,NA,NA,NA,1.15,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/5/12,3,3,35,20,Poly,4,CM,0,1.84,7.19,1.15,10.18,65,0,1,84,6,0,1,1,0,0,1,0,159,0.364,7
Sum,Cf,15,6/14/12,7/13/12,4,4,1,28,Mono,1,Cf,44.62,NA,NA,NA,44.62,10,0,1,100,0,0,0,0,0,0,0,0,111,0.297,3
Sum,Cf,15,6/14/12,7/13/12,4,4,2,26,Mono,1,Cf,25.79,NA,NA,NA,25.79,7,0,0,48,0,0,0,1,0,0,0,0,56,0.144,3
Sum,Cf,15,6/14/12,7/13/12,4,4,3,12,Mono,1,Cf,41.34,NA,NA,NA,41.34,22,0,0,100,0,0,0,1,0,0,0,1,124,0.326,4
Sum,Cf,15,6/14/12,7/13/12,4,4,4,21,Mono,1,Cf,15.18,NA,NA,NA,15.18,2,0,0,26,0,0,0,1,0,0,0,1,30,1.306,4
Sum,Cf,15,6/14/12,7/13/12,4,4,5,33,Mono,1,Cf,28.21,NA,NA,NA,28.21,2,0,0,12,0,0,0,0,0,0,0,0,14,0.043,2
Sum,Gt,15,6/14/12,7/13/12,4,4,6,29,Mono,1,Gt,NA,1.23,NA,NA,1.23,1,0,0,5,1,0,0,0,0,0,0,0,7,0.014,3
Sum,Gt,15,6/14/12,7/13/12,4,4,7,17,Mono,1,Gt,NA,2.9,NA,NA,2.9,2,0,0,9,0,0,0,4,0,0,0,0,15,0.134,3
Sum,Gt,15,6/14/12,7/13/12,4,4,8,3,Mono,1,Gt,NA,24.32,NA,NA,24.32,48,0,0,114,4,3,0,3,0,1,0,0,173,0.313,6
Sum,Gt,15,6/14/12,7/13/12,4,4,9,2,Mono,1,Gt,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sum,Gt,15,6/14/12,7/13/12,4,4,10,5,Mono,1,Gt,NA,0.83,NA,NA,0.83,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Sum,Gv,15,6/14/12,7/13/12,4,4,11,23,Mono,1,Gv,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sum,Gv,15,6/14/12,7/13/12,4,4,12,11,Mono,1,Gv,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sum,Gv,15,6/14/12,7/13/12,4,4,13,27,Mono,1,Gv,NA,NA,23.65,NA,23.65,37,1,0,176,5,0,0,1,0,1,2,0,223,0.618,7
Sum,Gv,15,6/14/12,7/13/12,4,4,14,32,Mono,1,Gv,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sum,Gv,15,6/14/12,7/13/12,4,4,15,19,Mono,1,Gv,NA,NA,1.72,NA,1.72,0,0,0,12,0,0,0,1,0,0,0,0,13,0.044,2
Sum,Gg,15,6/14/12,7/13/12,4,4,16,9,Mono,1,Gg,NA,NA,NA,6.28,6.28,93,2,3,92,2,0,0,2,0,0,1,0,195,0.285,7
Sum,Gg,15,6/14/12,7/13/12,4,4,17,16,Mono,1,Gg,NA,NA,NA,7.92,7.92,48,1,0,119,2,1,0,0,0,0,0,0,171,0.384,5
Sum,Gg,15,6/14/12,7/13/12,4,4,18,22,Mono,1,Gg,NA,NA,NA,15.85,15.85,221,1,17,193,1,1,0,7,0,0,2,0,443,0.615,8
Sum,Gg,15,6/14/12,7/13/12,4,4,19,10,Mono,1,Gg,NA,NA,NA,13.44,13.44,165,2,4,141,5,0,0,6,0,0,1,0,324,0.417,7
Sum,Gg,15,6/14/12,7/13/12,4,4,20,30,Mono,1,Gg,NA,NA,NA,15.46,15.46,90,4,4,139,2,0,0,3,0,0,0,0,242,0.465,6
Part,Cf,5,6/14/12,7/13/12,4,4,21,8,Poly,3,NM,8.25,NA,NA,NA,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/14/12,7/13/12,4,4,21,8,Poly,3,NM,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/13/12,4,4,21,8,Poly,3,NM,NA,NA,NA,4.78,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/13/12,4,4,21,8,Poly,3,NM,8.25,0,NA,4.78,13.03,27,2,2,49,1,0,0,4,0,0,0,0,85,0.247,6
Part,Cf,5,6/14/12,7/13/12,4,4,22,35,Poly,3,NM,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/14/12,7/13/12,4,4,22,35,Poly,3,NM,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/13/12,4,4,22,35,Poly,3,NM,NA,NA,NA,7.02,7.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/13/12,4,4,22,35,Poly,3,NM,0,0,NA,7.02,7.02,38,3,0,61,0,0,0,4,0,0,0,0,106,0.21,4
Part,Cf,5,6/14/12,7/13/12,4,4,23,7,Poly,3,NM,6.55,NA,NA,NA,6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/14/12,7/13/12,4,4,23,7,Poly,3,NM,NA,1.53,NA,NA,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/13/12,4,4,23,7,Poly,3,NM,NA,NA,NA,6.29,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sum,All,15,6/14/12,7/13/12,4,4,23,7,Poly,3,NM,6.55,1.53,NA,6.29,14.37,41,1,1,84,0,0,0,3,0,0,0,0,130,0.257,5
Part,Cf,5,6/14/12,7/13/12,4,4,24,18,Poly,3,NM,8.67,NA,NA,NA,8.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gt,5,6/14/12,7/13/12,4,4,24,18,Poly,3,NM,NA,1.16,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Part,Gg,5,6/14/12,7/13/12,4,4,24,18,Poly,3,NM,NA,NA,NA,1.92,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
